Time,Source,Destination,Protocol,Length,Info
3.983837,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.984161,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.984487,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.984817,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.985212,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.989631,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.989972,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.99031,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.99063,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.991,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.991334,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.991665,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.991991,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.992319,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.992648,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.992979,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.993303,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.993818,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.994279,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.994613,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.994935,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.99527,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.995582,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.995902,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.996222,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.996551,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.996858,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.99721,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.997564,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.99791,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.998254,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.998599,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.998959,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
3.999573,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.003115,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.003448,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.003764,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.004088,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.004414,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.004735,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.005061,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.005388,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.00571,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.006092,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.016375,192.168.1.9,52.42.236.221,TLSv1.2,97,Encrypted Alert
4.016419,192.168.1.9,52.42.236.221,TCP,66,"52821  >  443 [FIN, ACK] Seq=32 Ack=1 Win=2048 Len=0 TSval=1073997732 TSecr=4135134819"
4.026054,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.0262,74.125.142.189,192.168.1.9,UDP,83,443  >  51451 Len=41
4.026385,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.026703,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.027028,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.027349,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.02767,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.027986,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.028324,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.028647,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.028969,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.029271,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.029819,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.030163,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.030472,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.030847,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.031172,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.031485,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.031806,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.032132,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.032453,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.032765,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.033094,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.033413,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.03373,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.03415,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.051765,192.168.1.9,74.125.142.189,UDP,71,51451  >  443 Len=29
4.054324,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.054665,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.055051,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.055424,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.05592,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.056345,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.056668,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.056991,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.057316,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.057624,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.068625,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.069009,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.069331,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.069636,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.070052,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.070383,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.07071,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.071045,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.071361,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.07171,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.072038,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.072365,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.072696,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.073147,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.079235,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.079572,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.079899,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.080229,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.08056,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.080891,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.081208,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.081529,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.081856,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.082168,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.082506,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.082834,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.083156,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.083462,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.083899,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.084225,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.084548,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.08487,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.085195,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.085518,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.085824,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.086162,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.086486,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.086809,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.087113,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.087455,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.087774,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.088144,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.088498,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.088797,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.089149,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.089458,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.090702,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.09112,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.091545,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.091981,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.092336,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.092654,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.092985,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.093311,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.093779,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184918,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184918,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184919,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184919,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184919,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184919,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.18492,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.18492,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.18492,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.18492,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184921,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184921,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184921,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184921,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184921,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184922,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184922,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184922,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184922,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184923,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184923,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184923,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184923,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184923,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184924,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184924,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184924,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184924,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184925,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184925,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184925,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184925,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184926,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184926,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184926,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184926,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184927,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184927,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184927,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184927,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184928,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184928,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.184928,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.215553,74.125.142.189,192.168.1.9,UDP,83,443  >  51451 Len=41
4.396541,192.168.1.9,74.125.142.189,UDP,71,51451  >  443 Len=29
4.396542,192.168.1.9,52.42.236.221,TCP,97,"[TCP Retransmission] 52821  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=2048 Len=31 TSval=1073998011 TSecr=4135134819"
4.396542,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396542,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396542,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396543,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396543,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396543,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396543,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396544,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396544,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396544,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396544,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396545,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396545,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396545,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396545,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396545,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396546,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396546,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396546,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396546,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396547,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396547,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396547,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396547,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396547,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396548,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396548,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
4.396548,192.168.1.9,192.168.1.9,TCP,54,[TCP Retransmission] 135  >  135 [SYN] Seq=0 Win=8192 Len=0
